day,طحين,سكر,زيت,رز,خميرة,ملح,عدس,فول,حمص,تمر,لبن,جبنة,بيض,شاي,قهوة,معكرونة,عسل,سمك,لحم,دجاج,برغل,صلصة,حلاوة,السيرج,سيرج,بطاطا,بندورة,خيار,فلفل,باذنجان
2025-06-06,25.32,17.72,10.13,0.0,0.0,0.0,7.59,0.0,8.86,15.19,0.0,0.0,1.27,0.0,3.8,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0
2025-06-07,32.91,26.58,2.53,6.33,0.0,1.27,6.33,0.0,7.59,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,6.33,0.0,0.0,0.0,0.0,0.0
2025-06-08,22.4,8.85,1.04,3.65,0.0,0.0,12.5,7.81,4.17,2.08,0.0,18.23,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,9.9,0.0,0.0,0.0,0.0,0.0
2025-06-09,26.38,6.13,0.61,0.61,0.0,0.0,13.8,8.59,5.21,1.23,0.0,20.55,0.0,0.61,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,6.44,0.0,0.0,0.0,0.0,0.0
2025-06-10,30.08,6.1,0.41,0.41,0.0,0.0,15.04,9.76,6.1,0.0,0.0,18.29,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.41,3.66,0.0,0.0,0.0,0.0,0.0
2025-06-11,26.21,22.33,0.97,8.74,0.0,0.0,5.83,0.0,4.85,0.0,0.0,0.0,0.0,3.88,1.94,2.91,0.0,0.0,0.0,0.0,0.0,2.91,0.97,0.0,6.8,0.0,0.0,0.0,0.0,0.0
2025-06-12,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0
2025-06-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14,4.17,4.17,0.0,16.67,0.0,4.17,12.5,0.0,12.5,0.0,0.0,16.67,0.0,4.17,0.0,8.33,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0
2025-06-15,23.81,10.48,0.0,9.52,0.0,0.95,0.0,0.95,11.43,4.76,0.0,3.81,0.0,1.9,1.9,5.71,0.0,0.0,5.71,0.0,0.95,1.9,4.76,0.0,6.67,0.0,0.0,0.0,0.0,0.0
2025-06-16,31.03,8.62,5.17,6.9,0.0,0.0,5.17,0.0,3.45,0.0,0.0,24.14,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07,0.0,0.0,0.0,0.0,0.0
2025-06-17,20.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,31.25,12.5,6.25,0.0,0.0,0.0,6.25,0.0,0.0,18.75,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,36.36,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,9.09,0.0,0.0,0.0,0.0,0.0
2025-06-20,10.26,20.51,2.56,5.13,0.0,0.0,2.56,0.0,5.13,7.69,0.0,10.26,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,2.56,0.0,10.26,0.0,20.51,0.0,0.0,0.0,0.0,0.0
2025-06-21,33.33,15.79,0.0,1.75,0.0,1.75,1.75,10.53,0.0,1.75,0.0,7.02,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,12.28,0.0,10.53,0.0,0.0,0.0,0.0,0.0
2025-06-22,25.3,16.87,0.0,4.82,0.0,0.0,6.02,14.46,6.02,0.0,0.0,7.23,0.0,1.2,1.2,4.82,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,3.61,0.0,0.0,0.0,0.0,0.0
2025-06-23,15.25,10.17,0.85,0.0,3.39,3.39,11.86,11.02,3.39,2.54,0.0,0.0,0.0,4.24,6.78,3.39,0.0,0.0,0.0,0.0,3.39,0.0,5.08,0.0,10.17,0.0,0.0,0.0,0.0,0.0
