day,طحين,سكر,زيت,رز,خميرة,ملح,عدس,فول,حمص,تمر,لبن,جبنة,بيض,شاي,قهوة,معكرونة,عسل,سمك,لحم,دجاج,برغل,صلصة,حلاوة,السيرج,سيرج,بطاطا,بندورة,خيار,فلفل,باذنجان
2025-06-24,13.33,14.67,2.67,0.0,0.0,0.0,2.67,1.33,29.33,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,32.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,27.59,10.34,0.0,37.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,41.38,0.0,3.45,37.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,30.43,4.35,0.0,39.13,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,8.7,0.0,4.35,0.0,0.0,0.0,0.0,0.0
2025-06-28,27.78,11.11,16.67,33.33,0.0,0.0,2.78,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0
2025-06-29,13.56,5.08,3.39,40.68,0.0,0.0,27.12,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,1.69,0.0,1.69,1.69,0.0,0.0,0.0,0.0
2025-06-30,26.47,2.94,0.0,38.24,0.0,0.0,23.53,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0
2025-07-01,15.38,5.13,7.69,23.08,0.0,0.0,5.13,0.0,5.13,0.0,0.0,0.0,0.0,0.0,5.13,2.56,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,25.64,0.0,0.0,0.0,0.0
2025-07-02,87.35,0.82,0.0,3.27,0.0,0.0,1.63,0.82,0.82,0.0,0.0,0.0,0.0,0.0,0.41,0.82,0.0,0.0,0.0,0.0,0.82,0.82,0.41,0.0,1.22,0.82,0.0,0.0,0.0,0.0
2025-07-03,87.05,0.3,0.0,3.31,0.0,0.0,1.2,1.2,1.2,0.0,0.0,0.0,0.3,0.0,0.3,1.2,0.0,0.0,0.0,0.0,1.2,1.2,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
2025-07-04,98.96,0.26,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-05,93.46,3.63,0.0,0.73,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0
